time,flow, temp, salt,aed_oxygen_oxy,aed_silica_rsi,aed_nitrogen_amm,aed_nitrogen_nit,aed_phosphorus_frp,aed_organic_matter_pon,aed_organic_matter_don,aed_organic_matter_pop,aed_organic_matter_dop,aed_organic_matter_poc,aed_organic_matter_doc,aed_phytoplankton_green,aed_phytoplankton_diatom,aed_phytoplankton_crypto
1999-11-21,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
1999-11-22,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
1999-11-23,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
1999-11-24,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
1999-11-25,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
1999-11-26,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
1999-11-27,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
1999-11-28,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
1999-11-29,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
1999-11-30,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
1999-12-01,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
1999-12-02,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
1999-12-03,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
1999-12-04,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
1999-12-05,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
1999-12-06,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
1999-12-07,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
1999-12-08,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
1999-12-09,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
1999-12-10,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
1999-12-11,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
1999-12-12,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
1999-12-13,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
1999-12-14,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
1999-12-15,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
1999-12-16,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
1999-12-17,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
1999-12-18,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
1999-12-19,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
1999-12-20,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
1999-12-21,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
1999-12-22,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
1999-12-23,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
1999-12-24,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
1999-12-25,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
1999-12-26,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
1999-12-27,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
1999-12-28,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
1999-12-29,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
1999-12-30,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
1999-12-31,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-01-01,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-01-02,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-01-03,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-01-04,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-01-05,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-01-06,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-01-07,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-01-08,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-01-09,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-01-10,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-01-11,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-01-12,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-01-13,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-01-14,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-01-15,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-01-16,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-01-17,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-01-18,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-01-19,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-01-20,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-01-21,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-01-22,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-01-23,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-01-24,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-01-25,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-01-26,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-01-27,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-01-28,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-01-29,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-01-30,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-01-31,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-02-01,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-02-02,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-02-03,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-02-04,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-02-05,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-02-06,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-02-07,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-02-08,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-02-09,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-02-10,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-02-11,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-02-12,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-02-13,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-02-14,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-02-15,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-02-16,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-02-17,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-02-18,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-02-19,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-02-20,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-02-21,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-02-22,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-02-23,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-02-24,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-02-25,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-02-26,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-02-27,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-02-28,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-02-29,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-03-01,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-03-02,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-03-03,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-03-04,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-03-05,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-03-06,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-03-07,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-03-08,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-03-09,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-03-10,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-03-11,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-03-12,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-03-13,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-03-14,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-03-15,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-03-16,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-03-17,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-03-18,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-03-19,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-03-20,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-03-21,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-03-22,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-03-23,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-03-24,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-03-25,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-03-26,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-03-27,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-03-28,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-03-29,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-03-30,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-03-31,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-04-01,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-04-02,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-04-03,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-04-04,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-04-05,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-04-06,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-04-07,0.0056712963,0.5,0.28,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-04-08,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-04-09,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-04-10,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-04-11,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-04-12,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-04-13,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-04-14,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-04-15,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-04-16,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-04-17,0.0013888889,0.7,0.28,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-04-18,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-04-19,0.003587963,7.3,0.28,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-04-20,0.003587963,7.1,0.28,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-04-21,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-04-22,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-04-23,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-04-24,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-04-25,0.025,6.5,0.28,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-04-26,0.003587963,4.9,0.28,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-04-27,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-04-28,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-04-29,0.0142361111,13.1,0.28,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-04-30,0.003587963,8.9,0.28,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-05-01,0.0570601852,10.5,0.28,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-05-02,0.003587963,10.4,0.28,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-05-03,0.0642361111,10.4,0.28,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-05-04,0.003587963,9.1,0.28,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-05-05,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-05-06,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-05-07,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-05-08,0.0071759259,4.9,0.28,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-05-09,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-05-10,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-05-11,0.0178240741,5.3,0.28,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-05-12,0.0071759259,5.7,0.28,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-05-13,0.0428240741,4.8,0.28,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-05-14,0.028587963,1.1,0.28,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-05-15,0.003587963,5.6,0.28,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-05-16,0.0071759259,3.9,0.28,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-05-17,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-05-18,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-05-19,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-05-20,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-05-21,0.0071759259,9.6,0.28,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-05-22,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-05-23,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-05-24,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-05-25,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-05-26,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-05-27,0.0321759259,9.1,0.28,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-05-28,0.0071759259,11,0.28,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-05-29,0.003587963,7.9,0.28,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-05-30,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-05-31,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-06-01,0.003587963,7.9,0.28,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-06-02,0.0107638889,8.9,0.28,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-06-03,0.028587963,13.6,0.28,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-06-04,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-06-05,0.0178240741,11.9,0.28,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-06-06,0.003587963,8.7,0.28,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-06-07,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-06-08,0.0142361111,8.9,0.28,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-06-09,0.0107638889,8.5,0.28,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-06-10,0.003587963,6.8,0.28,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-06-11,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-06-12,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-06-13,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-06-14,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-06-15,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-06-16,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-06-17,0.003587963,12.3,0.28,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-06-18,0.2034722222,16.6,0.28,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-06-19,0.003587963,13.8,0.28,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-06-20,0.0392361111,16,0.28,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-06-21,0.0071759259,13.2,0.28,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-06-22,0.0784722222,14.4,0.28,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-06-23,0.003587963,11.6,0.28,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-06-24,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-06-25,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-06-26,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-06-27,0.003587963,14.4,0.28,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-06-28,0.0356481481,17.5,0.28,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-06-29,0.0071759259,18.4,0.28,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-06-30,0.046412037,15.5,0.28,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-07-01,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-07-02,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-07-03,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-07-04,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-07-05,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-07-06,0.003587963,15.9,0.28,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-07-07,0.003587963,16.9,0.28,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-07-08,0.003587963,18.8,0.28,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-07-09,0.003587963,19.9,0.28,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-07-10,0.003587963,16,0.28,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-07-11,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-07-12,0.0356481481,19.8,0.28,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-07-13,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-07-14,0.0028935185,20.6,0.28,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-07-15,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-07-16,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-07-17,0.003587963,12.9,0.28,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-07-18,0.003587963,12.1,0.28,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-07-19,0.0107638889,14.1,0.28,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-07-20,0.003587963,17.8,0.28,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-07-21,0.003587963,20.5,0.28,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-07-22,0.0107638889,18.1,0.28,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-07-23,0.003587963,21,0.28,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-07-24,0.05,21,0.28,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-07-25,0.003587963,20.2,0.28,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-07-26,0.0071759259,18.7,0.28,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-07-27,0.003587963,19.8,0.28,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-07-28,0.0321759259,21,0.28,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-07-29,0.021412037,18.9,0.28,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-07-30,0.05,19,0.28,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-07-31,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-08-01,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-08-02,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-08-03,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-08-04,0.003587963,18.3,0.28,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-08-05,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-08-06,0.003587963,15.8,0.28,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-08-07,0.025,16.7,0.28,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-08-08,0.0178240741,15.2,0.28,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-08-09,0.0107638889,12.3,0.28,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-08-10,0.0142361111,14.7,0.28,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-08-11,0.003587963,12.1,0.28,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-08-12,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-08-13,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-08-14,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-08-15,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2000-08-16,0.003587963,10.8,0.28,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
